benchmark,item,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
B3,29,1,1,1,1,0,1,0,1,1,0,0,1
B3,30,1,1,1,1,1,0,1,1,1,1,1,0
B3,31,0,0,0,1,1,0,0,0,1,1,0,0
B3,32,1,1,1,1,1,1,1,1,1,1,1,1
B3,33,1,1,1,1,1,1,0,1,1,1,1,1
B3,34,0,1,1,1,1,1,0,1,0,0,0,0
B3,35,1,1,1,1,1,1,1,1,1,1,1,1
B3,36,1,1,1,1,1,0,1,0,0,0,0,0
B3,37,1,1,1,1,1,1,1,0,1,1,0,1
B3,38,1,1,1,1,1,1,1,1,0,1,0,1
B3,39,0,1,0,1,0,0,0,1,1,1,0,1
B3,40,1,1,1,1,1,1,1,0,1,1,0,0
B3,41,1,1,1,1,1,1,1,0,1,1,1,1
B3,42,1,1,0,1,0,1,1,0,1,1,1,0
B3,43,1,1,1,1,1,1,1,1,1,1,1,1
B3,44,0,0,1,0,0,0,0,0,0,0,0,0
B3,45,1,1,1,1,1,1,1,1,1,1,1,1
B3,46,1,1,1,0,1,1,1,1,1,1,1,0
B3,47,0,1,1,0,1,0,1,1,0,0,0,0
B3,48,1,1,1,1,1,1,1,1,1,1,1,1
B3,49,0,0,1,0,1,0,0,0,0,1,0,0
B3,50,1,1,1,1,1,1,0,1,1,0,0,1
B3,51,1,1,1,1,1,1,1,1,1,1,1,1
B3,52,1,1,1,1,1,0,1,1,1,1,0,1
B3,53,0,0,0,1,0,0,0,1,0,1,0,0
B3,54,1,1,1,0,1,1,1,1,1,1,0,1
B3,55,1,1,1,0,0,0,0,0,0,1,0,1
B3,56,1,0,1,1,1,1,0,0,0,0,0,0
B3,57,1,0,0,1,0,0,1,0,0,1,0,0
B3,58,1,0,1,1,0,0,0,0,1,0,0,0
B3,59,1,1,0,1,1,0,0,1,0,0,0,0
B3,60,1,0,1,0,1,0,1,0,0,0,0,1
B3,61,0,1,1,1,1,1,1,1,1,1,1,0
B3,62,1,0,0,1,1,1,0,1,1,1,1,1
B3,63,1,1,1,1,1,0,1,0,0,0,1,0
B3,64,0,1,0,0,0,1,1,0,0,0,0,0
B3,65,1,1,1,0,1,1,0,1,1,1,0,0
B3,66,1,1,1,1,1,1,1,1,1,0,0,0
B3,67,1,0,1,0,1,1,1,0,1,0,0,1
B3,68,1,0,1,1,1,1,0,1,1,1,0,1
B3,69,0,0,0,1,0,0,1,0,1,1,0,1
B3,70,1,1,1,1,1,1,0,1,1,1,1,0
B3,71,1,1,1,0,1,1,0,0,1,1,0,0
B3,72,0,1,1,0,1,1,0,1,1,0,0,1
B3,73,1,1,1,1,1,1,1,1,1,1,1,1
B3,74,0,1,1,0,0,1,0,1,1,1,0,0
B3,75,1,1,1,1,1,1,1,1,1,1,1,1
B3,76,1,1,1,1,1,1,1,1,1,1,1,1
B3,77,1,1,1,1,1,1,0,1,0,0,1,1
B3,78,1,1,1,1,1,1,1,1,1,1,1,1
B3,79,0,1,1,1,1,1,1,0,0,0,0,0
B3,80,1,1,1,1,0,1,0,1,1,1,0,0
B3,81,1,0,1,0,0,1,1,1,0,0,1,0
B3,82,1,1,1,1,1,1,1,1,0,1,1,1
B3,83,1,0,1,1,1,0,0,1,0,0,1,1
B3,84,1,1,1,1,1,1,1,1,0,0,1,0
B3,85,1,0,1,0,1,1,1,0,0,1,0,1
B3,86,1,1,1,1,1,1,1,1,1,1,0,1
B3,87,1,1,1,1,1,1,1,1,1,1,1,1
B3,88,0,0,0,1,1,0,1,1,0,1,0,0
B3,89,1,1,1,1,1,1,1,1,1,1,1,1
B3,90,1,1,1,1,1,1,1,1,1,1,1,1
B3,91,1,1,1,1,1,0,1,1,1,0,0,1
B3,92,1,1,1,1,1,1,0,1,1,1,1,1
B3,93,1,1,1,1,1,1,1,1,1,1,1,1
B3,94,1,1,1,1,0,1,0,0,0,0,0,0
B3,95,0,1,1,0,0,0,1,0,0,0,0,0
B3,96,0,1,0,0,0,1,0,0,1,1,1,0
B3,97,1,1,0,1,0,1,0,1,0,1,0,0
B3,98,1,1,1,1,1,1,1,1,1,1,0,1
B3,99,1,1,1,1,1,1,1,0,1,1,0,1
B3,100,0,1,1,1,0,1,0,1,0,1,1,1
B3,101,1,0,0,1,1,0,0,0,1,0,0,0
B3,102,1,1,1,1,0,1,1,1,0,0,0,0
B3,103,1,1,1,1,1,0,1,0,1,0,0,1
B3,104,1,1,1,0,0,0,1,0,0,0,0,0
B3,105,0,0,1,0,1,1,1,0,0,1,1,0
B3,106,0,0,0,1,0,1,1,0,1,0,1,0
B3,107,1,1,1,1,0,1,1,1,1,0,1,1
B3,108,1,0,0,0,0,0,1,0,1,0,0,0
B3,109,1,1,1,1,1,1,1,1,1,1,1,1
B3,110,1,1,0,1,1,1,0,1,1,1,1,1
B3,111,1,1,1,1,1,0,1,0,0,1,1,1
B3,112,1,1,1,1,1,1,1,1,0,1,1,0
B3,113,0,1,0,0,0,0,0,0,0,0,0,0
B3,114,1,1,1,1,1,1,1,0,1,1,1,1
B3,115,0,1,0,1,1,1,0,1,1,1,0,0
B3,116,1,1,1,1,1,1,1,1,0,0,1,1
B3,117,1,1,1,1,1,1,1,1,1,1,1,1
B3,118,1,1,1,1,1,1,1,1,1,1,1,0
B3,119,1,1,1,1,1,0,1,1,1,1,1,1
B3,120,0,1,1,1,1,1,1,0,1,0,1,0
B3,121,1,1,1,1,1,1,1,0,1,1,1,1
B3,122,0,0,0,0,0,0,0,0,1,0,1,0
B3,123,1,0,1,1,1,0,1,1,1,0,1,1
B3,124,1,1,1,1,1,0,0,1,1,0,1,1
B3,125,0,1,0,0,0,1,0,1,0,1,0,1
B3,126,1,1,1,1,1,1,0,0,0,0,1,1
B3,127,1,1,0,1,1,1,1,1,0,1,1,0
B3,128,1,1,0,1,0,0,1,0,0,1,0,1
B3,129,1,1,1,1,1,1,1,1,1,0,0,1
B3,130,1,0,0,0,0,0,0,0,0,0,1,1
B3,131,1,1,1,1,1,0,0,1,0,1,0,0
B3,132,1,1,0,1,0,0,1,1,0,0,0,0
B3,133,1,0,0,0,0,0,0,1,0,0,0,0
B3,134,1,1,1,1,0,0,0,1,0,0,1,0
B3,135,1,1,1,1,0,1,1,0,1,1,1,1
B3,136,1,1,1,1,0,1,1,0,1,1,1,1
B3,137,1,0,0,0,0,1,0,1,1,1,0,0
B3,138,0,1,1,1,1,1,1,1,1,0,0,0
B3,139,1,1,0,1,1,0,0,1,0,1,0,1
B3,140,1,1,1,1,0,0,0,1,1,0,0,0
B3,141,1,1,1,1,1,1,1,1,1,1,1,0
B3,142,1,0,1,1,1,1,1,1,0,1,1,0
B3,143,1,0,1,1,0,1,1,0,0,0,0,0
B3,144,1,0,0,1,1,1,0,1,1,0,1,0
B3,145,1,1,0,0,1,0,1,0,1,0,1,0
B3,146,0,1,1,1,1,1,1,0,1,1,0,1
B3,147,1,1,1,1,0,0,0,0,0,1,0,0
B3,148,1,0,1,1,1,0,1,0,0,1,0,0
B3,149,1,1,1,0,1,1,1,1,1,0,0,1
B3,150,1,1,1,1,1,1,0,1,1,1,1,1
B3,151,1,1,0,1,0,0,0,1,0,1,0,0
B3,152,1,1,1,0,1,0,1,1,0,1,1,0
B3,153,1,1,1,0,1,1,1,0,0,0,0,0
B3,154,0,1,1,1,0,0,1,0,1,0,1,1
B3,155,1,0,1,1,0,0,1,1,0,1,0,1
B3,156,1,1,1,1,0,0,1,1,1,1,0,0
B3,157,1,1,1,0,1,1,1,1,1,0,1,1
B3,158,0,1,1,1,0,0,0,1,1,0,1,0
B3,159,1,1,1,1,1,1,0,1,1,1,0,1
B3,160,1,0,1,1,1,1,0,1,0,0,0,0
B3,161,0,0,0,0,0,0,0,0,0,0,0,1
B3,162,1,0,0,0,0,0,1,0,0,0,0,0
B3,163,1,1,1,0,0,0,0,1,1,1,1,1
B3,164,1,1,1,1,1,1,1,1,1,1,0,1
B3,165,1,0,1,1,1,1,1,1,0,1,1,1
B3,166,0,0,1,1,1,1,0,1,0,0,0,1
B3,167,1,1,1,1,1,1,1,1,1,1,1,0
B3,168,1,1,1,1,1,0,1,1,1,1,1,0
B3,169,1,1,1,1,1,1,0,1,1,0,1,1
B3,170,1,0,0,0,0,0,0,0,0,0,0,0
B3,171,1,1,1,1,1,1,1,1,1,1,1,1
B3,172,1,1,1,1,1,1,1,1,1,1,1,1
B3,173,0,1,1,1,0,1,1,1,1,0,0,1
B3,174,1,1,0,1,1,1,0,0,1,0,0,1
B3,175,1,1,1,1,0,1,1,1,1,1,0,0
B3,176,0,1,0,0,1,0,0,0,1,1,0,0
B3,177,0,0,1,1,1,1,0,0,0,1,0,0
B3,178,1,0,1,1,1,1,1,1,0,1,1,0
B3,179,1,0,1,0,1,0,1,1,0,1,0,1
B3,180,0,1,1,1,0,1,0,0,0,0,1,1
B3,181,1,1,0,1,1,1,0,1,0,0,0,1
B3,182,1,1,1,1,1,1,1,1,1,1,1,1
B3,183,1,1,1,1,0,1,1,0,1,1,1,1
B3,184,1,1,1,0,1,1,1,1,1,1,1,1
B3,185,0,0,1,0,0,0,1,0,0,0,0,0
B3,186,1,0,0,1,0,0,0,0,1,0,0,0
B3,187,0,1,0,0,0,0,0,0,1,1,0,0
B3,188,1,1,1,1,1,1,1,1,1,1,1,1
B3,189,1,1,1,1,1,1,1,1,1,1,1,1
B3,190,0,0,0,1,1,0,1,1,1,1,0,0
B3,191,1,1,1,1,0,1,0,1,1,1,0,1
B3,192,1,1,1,1,1,0,1,0,0,0,0,0
B3,193,0,1,1,1,0,1,0,1,0,1,0,1
B3,194,1,1,1,1,1,1,1,1,1,1,1,1
B3,195,1,1,1,1,1,1,1,1,1,1,1,1
B3,196,1,1,1,1,1,1,0,0,1,0,0,0
B3,197,0,1,1,1,1,1,1,1,1,0,0,1
B3,198,1,1,1,1,0,0,1,0,1,1,1,1
B3,199,1,0,1,0,1,0,1,0,0,0,0,0
B3,200,0,1,0,1,1,1,0,0,1,1,1,1
B3,201,0,1,1,1,1,1,1,1,0,1,1,0
B3,202,1,1,1,1,1,0,1,1,1,0,1,1
B3,203,1,1,1,1,1,1,1,1,1,0,0,0
B3,204,1,1,1,0,0,1,0,0,1,0,0,1
B3,205,1,1,1,1,1,1,1,1,1,1,0,1
B3,206,1,1,1,0,1,0,0,0,0,0,0,0
B3,207,1,1,1,1,0,0,1,1,0,0,1,1
B3,208,1,1,1,1,0,1,1,0,1,1,1,1
B3,209,1,1,1,1,1,1,1,1,1,0,1,1
B3,210,1,0,1,1,0,0,1,0,0,0,0,0
B3,211,1,1,1,1,1,1,1,1,1,1,1,1
B3,212,1,1,1,1,1,1,1,1,1,1,1,1
B3,213,1,1,0,1,0,0,1,0,1,0,1,0
B3,214,1,1,1,1,1,0,1,0,1,1,1,0
B3,215,1,0,1,0,0,0,0,0,0,0,1,0
B3,216,1,1,1,1,1,1,1,1,1,1,1,0
B3,217,1,1,1,1,0,1,1,1,1,1,0,1
B3,218,1,1,1,1,0,1,1,1,1,1,0,0
B3,219,1,1,1,1,1,1,0,1,0,0,1,1
B3,220,1,1,0,1,1,0,1,1,1,0,1,1
B3,221,1,1,1,1,1,1,1,1,1,0,0,1
B3,222,1,1,1,0,1,1,1,0,1,1,0,0
B3,223,0,0,0,1,0,0,1,1,0,0,0,0
B3,224,1,0,1,1,0,0,1,1,0,0,0,0
B3,225,1,1,1,1,1,1,1,1,1,1,0,0
B3,226,0,0,0,0,0,1,1,0,0,0,0,0
B3,227,1,1,1,0,0,0,1,1,1,0,0,0
B3,228,1,1,0,1,1,0,0,1,1,1,0,0
B3,229,1,1,1,1,1,1,1,1,0,0,0,1
B3,230,0,0,0,0,0,0,0,0,0,1,0,0
B3,231,0,0,0,1,0,1,0,0,1,1,0,0
B3,232,1,1,1,1,1,1,1,1,1,1,1,1
B3,233,1,1,1,1,1,1,1,1,1,1,1,1
B3,234,0,1,1,1,1,1,1,1,1,1,1,1
B3,235,1,0,1,1,1,1,1,1,0,0,1,0
B3,236,1,1,1,1,1,1,1,1,1,1,0,1
B3,237,1,0,0,0,0,0,0,0,0,0,0,0
B3,238,0,1,1,0,1,1,0,0,0,1,0,0
B3,239,1,1,0,0,1,1,1,1,0,1,1,0
B3,240,1,1,1,0,0,1,0,1,0,0,0,1
B3,241,1,1,1,1,1,0,0,0,1,1,1,0
B3,242,0,0,0,0,1,1,1,1,1,0,0,0
B3,243,1,1,1,1,1,1,1,0,0,0,1,0
B3,244,1,1,1,1,1,1,1,0,1,0,0,1
B3,245,1,1,1,0,1,0,0,0,0,1,1,0
B3,246,0,0,1,0,0,1,0,1,0,0,0,0
B3,247,1,1,1,1,1,1,1,1,1,1,1,1
B3,248,1,0,1,1,0,0,0,1,0,0,0,1
B3,249,1,1,1,1,1,0,1,1,1,1,1,1
B3,250,1,1,1,1,1,1,1,1,1,1,1,1
B3,251,1,1,0,1,0,0,0,0,1,1,1,1
B3,252,1,0,1,1,1,0,1,0,1,1,0,0
B3,253,1,1,0,1,1,1,0,1,0,1,1,0
B3,254,1,0,1,1,1,0,1,1,1,1,1,1
B3,255,1,1,1,1,0,1,0,0,1,1,0,0
B3,256,1,0,0,0,0,0,1,1,0,0,0,0
B3,257,1,0,0,0,0,0,0,1,0,1,0,0
B3,258,1,1,1,1,1,1,1,1,1,1,1,0
B3,259,1,0,1,1,1,1,1,1,1,1,0,1
B3,260,1,0,1,1,1,0,1,0,1,1,0,0
B3,261,1,1,1,0,1,1,1,1,1,1,0,1
B3,262,1,0,1,1,0,1,0,1,0,0,0,0
B3,263,0,1,1,1,1,0,1,0,1,0,0,0
B3,264,1,1,1,1,0,1,1,1,1,1,1,1
B3,265,0,1,1,0,1,1,1,1,1,1,0,1
B3,266,1,1,1,1,1,1,1,1,1,1,1,1
B3,267,1,0,0,1,1,0,0,0,0,1,0,0
B3,268,0,0,1,1,1,1,0,0,1,1,1,0
B3,269,1,1,1,1,1,1,1,1,1,1,1,1
B3,270,0,1,1,1,1,1,1,1,0,0,1,1
B3,271,1,1,1,1,1,0,1,1,0,1,0,1
B3,272,1,0,1,1,1,1,0,1,0,1,1,0
B3,273,1,1,1,1,1,1,1,1,1,1,1,0
B3,274,1,1,1,1,1,0,0,1,1,1,0,0
B3,275,1,1,1,1,1,0,1,1,0,1,0,0
B3,276,1,1,1,1,1,1,1,1,0,1,1,1
B3,277,0,1,1,1,1,0,1,0,0,0,1,0
B3,278,0,0,1,0,0,0,1,0,1,1,1,0
B3,279,1,0,0,0,1,0,0,0,0,0,0,0
B3,280,1,1,0,1,1,1,1,0,1,0,0,0
B3,281,1,1,1,1,0,1,0,0,1,0,1,0
B3,282,1,1,0,1,1,1,0,1,0,0,0,1
B3,283,1,1,1,0,1,1,1,1,0,1,1,1
B3,284,1,0,1,0,0,1,1,0,0,0,0,1
B3,285,1,0,1,1,1,0,1,1,1,1,1,1
B3,286,1,0,0,0,0,0,0,0,0,0,0,0
B3,287,1,1,1,1,1,1,1,1,1,1,1,1
B3,288,1,1,1,1,1,1,1,0,0,1,1,1
B3,289,1,1,1,1,1,1,1,1,1,0,1,0
B3,290,1,1,1,1,1,1,1,1,0,1,0,1
B3,291,0,0,0,0,1,0,0,0,0,0,1,1
B3,292,1,1,0,1,1,1,0,1,0,0,1,1
B3,293,1,1,1,1,1,1,1,1,1,1,1,1
B3,294,1,1,0,0,1,0,1,1,0,1,0,1
B3,295,1,1,0,0,1,0,0,1,0,0,0,0
B3,296,1,1,1,1,1,1,1,1,1,1,1,1
B3,297,0,1,0,1,0,1,1,1,0,0,0,0
B3,298,1,0,0,0,0,0,0,0,1,0,0,0
B3,299,1,1,1,0,1,1,1,1,1,1,1,1
B3,300,1,1,1,1,0,1,0,1,1,1,0,1
B3,301,0,0,0,0,0,0,0,0,0,0,0,0
B3,302,0,0,0,1,0,0,1,0,0,0,0,0
B3,303,1,1,0,1,0,0,0,1,0,0,0,1
B3,304,1,0,1,0,1,1,1,1,1,1,1,1
B3,305,1,1,1,1,1,1,1,1,1,1,1,0
B3,306,1,1,1,1,1,1,1,0,1,0,1,1
B3,307,0,0,0,1,1,0,0,0,0,0,0,0
B3,308,0,1,1,1,1,1,1,1,1,1,1,1
B3,309,1,1,1,1,1,1,1,1,1,0,1,0
B3,310,1,0,0,1,1,0,0,1,0,0,0,0
B3,311,0,1,1,0,0,1,0,1,0,0,0,0
B3,312,1,1,1,1,1,1,1,1,1,0,1,1
B3,313,0,1,0,1,1,1,0,1,1,1,1,0
B3,314,1,1,1,1,1,1,1,1,0,1,0,1
B3,315,1,1,1,1,1,1,1,1,1,1,1,1
B3,316,1,1,0,0,0,1,1,0,1,0,0,0
B3,317,1,1,1,1,1,1,1,1,0,1,1,1
B3,318,0,1,1,1,0,0,0,0,0,0,0,0
B3,319,0,0,0,0,0,0,0,0,0,0,0,0
B3,320,1,1,1,1,1,1,1,0,1,1,1,1
B3,321,0,0,0,0,0,0,0,0,0,0,0,0
B3,322,1,0,1,0,1,1,1,1,1,1,1,0
B3,323,1,1,1,1,0,0,0,1,1,1,0,1
B3,324,1,1,0,0,0,0,0,0,0,0,0,0
B3,325,0,0,1,0,0,0,1,1,0,1,1,0
B3,326,1,1,1,1,1,1,0,0,0,1,1,1
B3,327,1,1,1,1,1,1,1,1,1,1,1,1
B3,328,1,1,1,1,1,1,0,0,0,1,0,0
B3,329,1,1,0,0,0,1,1,1,0,1,0,0
B3,330,1,1,1,1,1,1,1,1,1,1,1,1
B3,331,0,0,0,0,0,0,0,0,0,1,0,0
B3,332,1,1,1,1,0,1,1,0,1,1,0,0
B3,333,0,0,0,1,1,1,1,1,1,0,0,0
B3,334,1,1,1,1,1,1,0,1,1,1,1,0
B3,335,0,1,1,1,1,0,0,1,0,0,1,0
B3,336,1,1,1,1,1,1,1,1,0,1,1,1
B3,337,1,1,1,1,0,0,1,1,1,0,1,1
B3,338,1,1,1,1,0,1,1,1,1,1,1,0
B3,339,1,1,1,1,1,1,1,1,1,1,1,1
B3,340,1,1,1,1,1,1,1,1,1,1,1,1
B3,341,1,1,1,1,0,1,1,0,0,1,1,0
B3,342,1,1,1,1,1,1,0,1,1,1,1,0
B3,343,0,0,0,0,0,0,0,0,0,0,0,0
B3,344,1,1,1,1,1,1,1,1,1,1,1,1
B3,345,0,0,1,1,0,0,1,0,0,0,0,0
B3,346,1,1,1,0,0,1,1,1,1,0,1,0
B3,347,1,1,1,1,1,0,1,1,0,0,1,1
B3,348,1,1,1,1,1,0,1,0,1,1,1,0
B3,349,1,1,1,1,1,1,1,1,1,1,1,1
B3,350,1,1,1,0,1,1,1,1,1,1,1,1
B3,351,1,1,1,0,1,1,1,0,0,0,1,0
B3,352,1,0,1,1,1,1,0,0,0,0,0,0
B3,353,1,0,0,0,0,0,0,0,0,0,0,0
B3,354,1,1,1,1,1,1,1,1,1,1,0,0
B3,355,1,1,1,1,1,1,1,1,1,1,1,1
B3,356,1,1,1,1,1,1,1,1,1,1,1,1
B3,357,1,1,1,1,1,0,1,1,0,0,1,0
B3,358,1,1,1,1,1,1,1,1,1,1,1,1
B3,359,1,1,1,0,1,0,0,1,1,1,0,0
B3,360,0,0,0,1,1,0,1,1,0,0,0,0
B3,361,1,1,1,1,1,1,1,1,1,1,0,1
B3,362,0,1,0,1,0,0,0,0,0,0,0,0
B3,363,0,1,1,1,1,1,0,0,0,1,1,0
B3,364,1,1,1,1,1,1,1,1,1,1,1,0
B3,365,0,1,0,0,0,1,0,0,0,0,0,0
B3,366,1,1,1,1,0,0,1,1,0,1,0,0
B3,367,1,1,1,0,1,1,1,1,1,0,1,0
B3,368,0,0,1,1,0,1,0,0,1,1,0,1
B3,369,1,1,1,1,1,1,1,1,1,1,0,1
B3,370,0,0,0,0,0,0,0,0,1,0,0,0
B3,371,1,1,1,1,1,1,1,1,1,1,1,1
B3,372,1,0,1,0,0,0,1,0,0,0,0,0
B3,373,1,1,0,1,1,0,0,0,0,1,1,1
B3,374,1,1,1,1,1,1,1,1,1,0,1,1
B3,375,1,0,0,0,0,0,0,0,0,0,1,1
B3,376,1,1,0,0,1,1,1,1,0,0,1,0
B3,377,1,1,1,0,1,1,1,1,1,0,1,0
B3,378,1,0,1,1,1,0,0,1,1,1,1,1
B3,379,1,1,1,1,1,0,0,0,0,0,0,0
B3,380,1,1,1,1,0,1,1,1,1,1,1,0
B3,381,1,1,1,0,1,1,0,1,1,1,1,0
B3,382,1,0,1,1,1,1,1,1,0,1,1,1
B3,383,1,1,1,1,1,1,1,1,1,1,1,1
B3,384,1,1,1,1,1,1,1,1,1,0,1,1
B3,385,1,1,1,0,1,0,0,0,0,1,0,0
B3,386,1,1,0,1,1,1,0,0,1,1,1,0
B3,387,1,1,1,1,1,1,1,1,1,1,1,0
B3,388,1,1,1,1,0,1,1,1,1,1,1,0
B3,389,1,1,1,1,1,0,1,1,1,1,1,1
B3,390,1,1,0,0,1,1,1,0,1,0,0,1
B3,391,1,1,1,1,0,1,1,1,1,1,0,0
B3,392,1,1,1,0,1,1,1,1,1,1,0,1
B3,393,1,0,0,1,0,0,0,0,0,0,0,0
B3,394,0,1,1,1,1,1,1,1,1,1,1,1
B3,395,1,1,1,0,0,0,0,0,0,0,0,0
B3,396,0,1,1,1,0,1,0,0,0,0,1,0
B3,397,1,1,1,1,0,0,1,1,1,1,0,0
B3,398,1,1,1,1,1,1,1,1,1,0,1,1
B3,399,1,1,1,1,0,1,0,0,0,0,0,0
B4,0,1,1,1,0,0,0,1,0,1,0,1,1
B4,1,1,1,1,1,1,1,1,1,1,0,1,0
B4,2,1,1,1,1,1,0,1,1,1,1,1,1
B4,3,1,1,1,1,1,1,1,1,1,1,1,1
B4,4,0,1,1,1,1,1,1,0,0,0,1,0
B4,5,1,1,1,1,1,1,1,1,1,1,1,1
B4,6,1,1,1,0,1,1,1,1,1,0,0,0
B4,7,1,1,1,1,1,1,1,1,1,1,1,1
B4,8,1,1,0,1,1,1,1,1,1,0,1,1
B4,9,1,1,1,1,1,0,1,1,1,0,1,1
B4,10,1,0,1,1,1,1,0,0,0,1,0,1
B4,11,0,1,1,0,1,1,0,0,0,1,0,0
B4,12,1,1,1,1,0,0,1,1,1,0,1,0
B4,13,1,0,0,0,1,1,1,0,0,1,0,0
B4,14,1,1,0,1,0,0,0,0,0,1,0,0
B4,15,0,1,1,1,1,1,1,1,1,1,1,1
B4,16,1,1,1,1,1,1,1,1,1,1,0,1
B4,17,0,1,1,0,0,0,1,0,0,1,1,0
B4,18,0,1,1,0,1,0,0,0,0,0,0,0
B4,19,1,1,1,1,0,1,0,1,1,1,0,0
B4,20,1,1,1,1,1,0,1,1,1,1,1,1
B4,21,1,0,1,1,1,1,1,1,1,1,1,1
B4,22,1,1,1,0,0,1,0,1,0,0,0,1
B4,23,1,1,1,1,1,1,1,1,1,1,1,0
B4,24,0,0,0,1,1,0,1,1,0,0,1,0
B4,25,0,0,1,1,0,0,0,0,1,0,0,0
B4,26,0,0,0,0,0,1,0,0,1,1,0,0
B4,27,1,1,1,1,1,0,1,0,1,1,1,1
B4,28,1,1,1,1,1,1,1,0,1,1,1,1
B4,29,1,1,1,1,1,1,1,1,1,1,1,1
B4,30,0,1,1,0,0,1,0,1,0,1,1,0
B4,31,0,1,1,1,1,1,0,1,1,1,1,0
B4,32,0,1,1,1,0,0,0,0,1,1,0,0
B4,33,1,1,1,1,1,1,1,1,1,1,1,1
B4,34,0,0,0,1,1,1,1,1,1,0,0,0
B4,35,1,1,0,1,1,1,1,1,1,0,1,0
B4,36,1,1,1,1,1,1,1,1,1,1,1,1
B4,37,1,1,1,1,1,1,1,1,1,1,1,0
B4,38,1,0,1,0,1,0,1,1,0,1,1,1
B4,39,1,0,1,1,0,1,1,1,1,0,1,0
B4,40,1,1,1,0,1,1,1,1,1,1,0,1
B4,41,1,1,1,1,1,1,1,1,1,0,0,0
B4,42,1,1,1,1,0,1,0,1,0,1,0,0
B4,43,1,1,1,1,1,1,1,1,1,1,1,0
B4,44,1,0,1,1,1,0,1,1,1,1,1,1
B4,45,1,1,1,1,1,1,0,1,0,0,1,1
B4,46,1,0,0,1,1,0,0,1,1,1,1,1
B4,47,1,1,0,1,0,1,1,1,1,1,1,0
B4,48,0,0,0,1,0,0,0,1,0,0,0,0
B4,49,1,1,1,0,0,1,0,0,0,0,0,0
B4,50,1,1,1,1,1,1,1,1,0,1,0,1
B4,51,0,1,1,1,1,1,1,1,1,1,1,1
B4,52,0,0,0,1,1,1,0,1,0,1,1,0
B4,53,1,1,1,1,1,1,1,1,0,1,1,1
B4,54,1,1,1,1,1,1,1,1,1,1,1,1
B4,55,1,1,1,1,1,1,1,1,1,1,1,1
B4,56,1,0,1,1,1,0,0,0,0,1,0,1
B4,57,1,1,1,1,1,1,1,1,1,1,1,1
B4,58,0,0,1,1,1,1,1,1,1,0,0,1
B4,59,1,1,1,1,1,1,1,1,0,1,0,1
B4,60,1,1,1,1,1,1,1,1,1,1,0,1
B4,61,1,1,1,1,0,1,1,1,1,1,0,1
B4,62,1,1,1,1,1,0,1,1,0,1,1,1
B4,63,1,1,0,1,0,1,1,0,0,0,1,0
B4,64,1,1,1,1,0,1,1,1,1,0,1,0
B4,65,1,0,0,1,1,1,0,0,1,0,0,1
B4,66,1,1,1,1,1,1,1,1,1,0,0,1
B4,67,1,1,1,1,1,1,1,1,1,0,1,0
B4,68,1,0,1,0,0,1,1,0,0,0,0,0
B4,69,1,1,1,0,1,1,1,1,0,1,1,1
B4,70,1,1,1,1,1,1,0,1,1,0,1,1
B4,71,1,1,1,1,1,1,1,1,1,1,0,1
B4,72,1,1,1,1,1,1,1,1,1,1,1,1
B4,73,1,1,1,1,1,1,1,1,1,0,1,1
B4,74,1,1,1,1,1,0,1,1,1,0,1,0
B4,75,0,1,1,1,1,1,0,0,1,0,1,1
B4,76,0,1,1,1,1,1,1,1,1,1,1,0
B4,77,0,0,1,0,0,1,1,0,0,0,1,0
B4,78,1,1,0,1,1,1,1,1,0,0,1,1
B4,79,1,1,1,1,0,1,1,1,1,1,0,0
B4,80,1,1,1,1,1,0,0,1,1,1,1,0
B4,81,1,1,1,1,1,1,1,1,0,1,1,1
B4,82,0,0,1,1,1,1,1,1,0,0,0,1
B4,83,1,1,1,1,1,1,1,1,1,1,1,1
B4,84,1,1,1,0,1,1,0,0,0,1,1,1
B4,85,1,1,1,0,0,1,1,1,1,0,0,0
B4,86,1,1,1,1,1,1,1,0,1,1,1,0
B4,87,1,0,1,0,1,1,1,0,0,0,0,0
B4,88,1,1,1,1,1,1,1,1,1,0,1,0
B4,89,0,0,1,0,1,1,1,0,0,0,1,1
B4,90,1,1,1,1,1,1,1,0,0,1,0,1
B4,91,1,1,1,1,1,1,0,0,1,0,0,0
B4,92,1,1,0,1,0,0,1,1,1,0,0,0
B4,93,1,1,1,1,1,0,1,1,1,1,1,1
B4,94,1,0,1,1,0,0,0,0,1,0,0,0
B4,95,1,1,1,1,1,1,1,1,1,1,1,1
B4,96,1,1,1,0,0,1,0,0,0,0,0,1
B4,97,0,1,1,1,1,1,1,1,1,0,1,1
B4,98,1,1,1,1,1,1,1,1,1,1,1,1
B4,99,1,0,1,1,1,0,0,1,0,0,0,1
B4,100,1,1,0,0,1,1,1,1,0,1,1,0
B4,101,1,1,1,1,1,1,1,1,0,1,0,0
B4,102,0,0,0,0,0,0,0,0,1,1,0,1
B4,103,1,1,0,1,1,1,1,1,1,0,1,0
B4,104,1,1,1,1,1,1,1,1,1,1,1,1
B4,105,1,1,1,1,1,1,0,0,0,0,0,1
B4,106,1,1,1,1,1,0,1,1,1,1,0,1
B4,107,0,1,1,1,1,1,1,1,0,0,1,0
B4,108,1,1,1,1,1,1,1,1,1,1,1,1
B4,109,1,1,1,1,0,0,0,0,1,0,0,0
