item,confidence,correct
1498,0.9205,0
1499,0.9950,1
1500,0.9621,1
1501,0.9856,0
1502,0.9780,1
1503,0.9770,1
1504,0.9128,1
1505,0.9789,1
1506,0.9561,1
1507,0.8546,0
1508,0.3917,1
1509,0.9031,1
1510,0.9762,1
1511,0.6800,1
1512,0.7588,1
1513,0.9520,1
1514,0.8855,1
1515,0.9222,1
1516,0.9950,1
1517,0.7160,1
1518,0.9915,0
1519,0.6269,0
1520,0.7098,1
1521,0.7458,1
1522,0.9950,1
1523,0.6553,0
1524,0.9892,1
1525,0.9041,1
1526,0.4364,0
1527,0.6730,1
1528,0.9428,1
1529,0.4266,0
1530,0.4782,0
1531,0.8444,0
1532,0.5788,1
1533,0.9914,1
1534,0.7760,1
1535,0.9655,0
1536,0.9797,1
1537,0.9950,1
1538,0.7306,1
1539,0.9377,1
1540,0.9927,1
1541,0.5086,1
1542,0.8324,0
1543,0.9147,1
1544,0.8415,1
1545,0.7555,1
1546,0.8646,1
1547,0.6161,1
1548,0.8934,1
1549,0.6826,1
1550,0.8439,1
1551,0.8943,1
1552,0.2963,0
1553,0.9950,1
1554,0.7957,1
1555,0.9827,1
1556,0.9512,1
1557,0.8673,0
1558,0.5272,0
1559,0.3517,0
1560,0.8135,1
1561,0.5788,0
1562,0.7952,1
1563,0.6921,1
1564,0.9350,1
1565,0.9218,1
1566,0.9411,1
1567,0.2600,0
1568,0.9877,1
1569,0.8659,1
1570,0.9167,1
1571,0.9950,1
1572,0.4862,0
1573,0.9816,1
1574,0.9950,1
1575,0.8310,1
1576,0.9600,1
1577,0.5920,1
1578,0.8672,1
1579,0.9746,1
1580,0.7930,0
1581,0.9450,1
1582,0.8470,1
1583,0.9448,1
1584,0.9283,1
1585,0.4036,0
1586,0.9548,0
1587,0.9753,0
1588,0.4350,0
1589,0.9277,1
1590,0.9779,1
1591,0.8394,1
1592,0.9950,1
1593,0.6121,1
1594,0.9519,0
1595,0.8585,1
1596,0.8875,0
1597,0.5033,0
1598,0.9484,1
1599,0.4308,0
1600,0.8612,1
1601,0.8692,0
1602,0.8260,1
1603,0.9739,1
1604,0.9777,0
1605,0.8957,1
1606,0.9498,1
1607,0.9889,1
1608,0.9819,1
1609,0.8518,0
1610,0.4765,0
1611,0.9522,1
1612,0.9465,0
1613,0.7455,1
1614,0.6999,1
1615,0.4170,1
1616,0.3640,1
1617,0.8746,1
1618,0.7129,0
1619,0.9557,0
1620,0.7937,1
1621,0.9528,0
1622,0.5509,1
1623,0.9950,1
1624,0.7554,0
1625,0.8757,0
1626,0.9555,1
1627,0.9869,1
1628,0.6589,0
1629,0.9734,1
1630,0.9950,1
1631,0.7073,1
1632,0.2600,0
1633,0.9532,0
1634,0.5568,0
1635,0.9950,0
1636,0.8298,1
1637,0.6016,1
1638,0.3065,0
1639,0.9825,0
1640,0.6173,1
1641,0.9950,1
1642,0.2891,1
1643,0.9950,1
1644,0.7905,1
1645,0.3895,0
1646,0.5809,1
1647,0.9948,1
1648,0.5038,0
1649,0.9945,1
1650,0.7831,1
1651,0.8183,1
1652,0.8570,1
1653,0.5199,1
1654,0.9306,1
1655,0.9888,1
1656,0.9950,1
1657,0.9950,1
1658,0.9884,1
1659,0.5251,1
1660,0.9950,1
1661,0.9950,0
1662,0.9907,1
1663,0.8794,1
1664,0.9950,1
1665,0.6846,1
1666,0.9523,1
1667,0.5087,0
1668,0.5798,0
1669,0.5166,1
1670,0.8997,1
1671,0.2957,0
1672,0.2600,0
1673,0.6589,1
1674,0.2791,0
1675,0.8397,1
1676,0.6920,1
1677,0.9950,1
1678,0.9472,1
1679,0.7709,0
1680,0.7412,0
1681,0.8020,0
1682,0.7878,0
1683,0.9845,1
1684,0.9013,1
1685,0.9860,1
1686,0.8945,1
1687,0.9560,1
1688,0.4327,1
1689,0.4318,0
1690,0.2626,1
1691,0.9328,1
1692,0.6717,1
1693,0.8617,1
1694,0.6870,1
1695,0.9433,1
1696,0.4175,0
1697,0.9093,1
1698,0.9754,0
1699,0.9950,1
1700,0.8391,1
1701,0.9717,1
1702,0.8890,1
1703,0.8384,1
1704,0.8494,1
1705,0.9950,1
1706,0.9109,1
1707,0.9950,1
1708,0.2872,0
1709,0.4442,0
1710,0.9950,1
1711,0.9126,1
1712,0.9923,1
1713,0.3882,0
1714,0.8762,1
1715,0.7068,1
1716,0.4535,0
1717,0.7720,0
1718,0.7614,0
1719,0.9738,1
1720,0.8449,1
1721,0.9665,1
1722,0.9058,1
1723,0.9569,1
1724,0.9950,1
1725,0.9950,1
1726,0.8219,0
1727,0.6396,0
1728,0.5334,1
1729,0.9426,1
1730,0.9610,1
1731,0.9191,0
1732,0.8777,0
1733,0.9950,1
1734,0.8930,1
1735,0.9867,0
1736,0.8946,1
1737,0.7221,1
1738,0.9080,1
1739,0.4743,0
1740,0.4821,0
1741,0.9166,1
1742,0.9706,1
1743,0.2600,0
1744,0.5367,0
1745,0.7471,1
1746,0.9112,0
1747,0.9807,1
1748,0.7684,0
1749,0.9007,0
1750,0.9296,1
1751,0.9340,1
1752,0.6225,0
1753,0.5781,1
1754,0.4144,1
1755,0.9598,1
1756,0.6049,0
1757,0.7682,0
1758,0.3564,0
1759,0.8683,1
1760,0.9511,1
1761,0.3429,0
1762,0.9640,1
1763,0.9029,1
1764,0.7811,1
1765,0.2684,1
1766,0.9549,0
1767,0.7782,1
1768,0.9202,0
1769,0.6488,0
1770,0.3259,1
1771,0.9064,1
1772,0.4972,1
1773,0.5531,0
1774,0.8667,0
1775,0.7240,1
1776,0.9950,1
1777,0.9102,1
1778,0.9763,1
1779,0.9419,1
1780,0.9626,1
1781,0.9950,0
1782,0.6562,1
1783,0.9622,1
1784,0.9699,1
1785,0.7661,1
1786,0.6579,1
1787,0.9116,1
1788,0.9424,1
1789,0.9361,1
1790,0.8248,0
1791,0.9950,1
1792,0.8623,0
1793,0.9477,1
1794,0.9728,1
1795,0.6749,1
1796,0.3571,0
1797,0.7277,0
1798,0.6540,1
1799,0.9679,1
1800,0.9950,1
1801,0.7190,1
1802,0.4426,0
1803,0.9950,1
1804,0.7189,1
1805,0.9936,1
1806,0.9431,1
1807,0.7817,1
1808,0.8679,1
1809,0.9670,1
1810,0.5476,0
1811,0.9639,0
1812,0.9833,1
1813,0.8991,1
1814,0.9846,1
1815,0.7314,1
1816,0.9827,1
1817,0.8744,1
1818,0.9585,0
1819,0.9744,1
1820,0.7538,1
1821,0.6757,1
1822,0.9544,1
1823,0.9344,1
1824,0.9919,1
1825,0.9950,1
1826,0.9834,1
1827,0.6954,0
1828,0.5488,0
1829,0.9950,1
1830,0.9549,0
1831,0.8613,1
1832,0.8241,1
1833,0.2600,1
1834,0.7700,1
1835,0.6917,1
1836,0.9810,0
1837,0.8481,0
1838,0.9281,1
1839,0.7665,1
1840,0.7811,1
1841,0.7605,1
1842,0.9131,1
1843,0.9316,1
1844,0.9489,1
1845,0.3970,1
1846,0.9102,1
1847,0.8412,0
1848,0.7522,1
1849,0.9368,1
1850,0.5412,0
1851,0.9950,1
1852,0.9459,1
1853,0.8454,1
1854,0.9950,1
1855,0.6851,0
1856,0.9950,1
1857,0.9074,1
1858,0.9402,1
1859,0.9950,1
1860,0.7659,0
1861,0.8742,1
1862,0.6280,1
1863,0.6858,1
1864,0.3217,0
1865,0.7050,1
1866,0.3452,1
1867,0.9568,1
1868,0.8131,1
1869,0.7922,1
1870,0.3113,0
1871,0.9231,1
1872,0.2600,0
1873,0.9586,1
1874,0.8442,1
1875,0.8724,1
1876,0.9950,1
1877,0.9496,1
1878,0.9602,1
1879,0.6405,0
1880,0.9369,0
1881,0.8465,1
1882,0.3728,0
1883,0.7632,1
1884,0.7918,0
1885,0.8517,1
1886,0.6021,0
1887,0.9598,0
1888,0.9922,1
1889,0.9733,1
1890,0.5907,1
1891,0.9082,1
1892,0.9950,1
1893,0.4144,1
1894,0.2641,0
1895,0.2600,0
1896,0.6396,1
1897,0.9184,1
1898,0.4373,1
1899,0.9950,1
1900,0.9899,1
1901,0.3043,1
1902,0.7904,0
1903,0.5922,1
1904,0.9321,1
1905,0.8443,0
1906,0.9675,0
1907,0.9121,1
1908,0.7104,0
1909,0.9100,1
1910,0.8591,1
1911,0.9309,1
1912,0.9352,1
1913,0.8437,1
1914,0.6595,1
1915,0.9950,1
1916,0.6950,1
1917,0.9652,1
1918,0.5299,1
1919,0.9950,1
1920,0.8490,1
1921,0.9757,1
1922,0.6576,1
1923,0.9624,1
1924,0.8765,1
1925,0.9950,1
1926,0.9578,1
1927,0.5200,0
1928,0.7655,0
1929,0.9247,1
1930,0.9950,0
1931,0.9950,1
1932,0.8735,1
1933,0.6711,1
1934,0.9950,1
1935,0.9359,1
1936,0.9704,1
1937,0.9950,1
1938,0.6945,0
1939,0.9950,0
1940,0.9072,1
1941,0.6404,1
1942,0.8987,1
1943,0.9667,1
1944,0.6543,0
1945,0.6660,1
1946,0.8504,1
1947,0.6696,0
1948,0.8662,1
1949,0.9879,0
1950,0.9667,1
1951,0.7877,1
1952,0.5642,0
1953,0.9535,1
1954,0.9343,1
1955,0.9950,1
1956,0.5279,0
1957,0.9950,1
1958,0.9200,0
1959,0.8443,1
1960,0.5781,1
1961,0.3518,0
1962,0.8243,0
1963,0.5766,0
1964,0.9763,1
1965,0.4348,1
1966,0.7457,0
1967,0.8537,1
1968,0.9257,1
1969,0.9950,1
1970,0.8748,1
1971,0.9950,1
1972,0.9663,1
1973,0.4600,0
1974,0.6819,1
1975,0.7197,0
1976,0.9280,1
1977,0.7335,0
1978,0.9950,1
1979,0.8530,1
1980,0.3875,1
1981,0.9930,1
1982,0.5472,0
1983,0.9307,1
1984,0.8988,0
1985,0.9535,0
1986,0.9106,1
1987,0.9746,1
1988,0.9666,0
1989,0.9950,0
1990,0.8553,1
1991,0.8722,1
1992,0.9739,1
1993,0.8389,1
1994,0.6668,0
1995,0.6485,1
1996,0.7704,1
1997,0.9631,1
1998,0.9534,1
1999,0.8918,1
